TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Residential/Other,2023,4,4,12,0,15XX W 57TH AVE,Kerrisdale,489756.3909,5451853.9471
Break and Enter Residential/Other,2023,4,20,18,4,16XX BAYSHORE DR,Central Business District,490598.522,5459866.264
Break and Enter Residential/Other,2023,5,18,12,30,16XX BAYSHORE DR,Central Business District,490598.522,5459866.264
Break and Enter Residential/Other,2023,1,30,4,0,16XX BURNABY ST,West End,489797.5958,5459124.7153
Break and Enter Residential/Other,2023,1,17,19,42,16XX COMMERCIAL DR,Grandview-Woodland,494927.9168,5457487.0523
Break and Enter Residential/Other,2023,4,13,0,0,16XX E 11TH AVE,Kensington-Cedar Cottage,494809.6086,5456418.3033
Break and Enter Residential/Other,2023,1,22,3,30,16XX E 12TH AVE,Kensington-Cedar Cottage,494853.6645,5456321.0581
Break and Enter Residential/Other,2023,3,31,16,30,16XX FRANCES ST,Grandview-Woodland,494774.4042,5458513.7893
Break and Enter Residential/Other,2023,2,25,8,27,16XX W 13TH AVE,Fairview,489585.2078,5456361.203
Break and Enter Residential/Other,2023,5,1,2,32,17XX COLUMBIA ST,Mount Pleasant,492044.2071,5457404.4782
Break and Enter Residential/Other,2023,2,27,10,30,17XX COMMERCIAL DR,Grandview-Woodland,494926.7606,5457395.4262
Break and Enter Residential/Other,2023,1,20,20,0,17XX E 35TH AVE,Kensington-Cedar Cottage,494845.447,5453967.3491
Break and Enter Residential/Other,2023,1,16,0,0,17XX E 41ST AVE,Victoria-Fraserview,494898.2522,5453313.1616
Break and Enter Residential/Other,2023,2,4,1,0,17XX E 6TH AVE,Grandview-Woodland,494955.1421,5456921.4361
Break and Enter Residential/Other,2023,2,7,5,19,17XX E GEORGIA ST,Grandview-Woodland,494905.7161,5458420.5344
Break and Enter Residential/Other,2023,3,24,17,0,17XX E PENDER ST,Grandview-Woodland,494896.9514,5458611.9125
Break and Enter Residential/Other,2023,3,9,6,59,17XX GRANDVIEW HWY N,Grandview-Woodland,495113.2214,5456648.1342
Break and Enter Residential/Other,2023,5,8,5,0,17XX MCLEAN DR,Grandview-Woodland,494508.2892,5457408.1542
Break and Enter Residential/Other,2023,1,26,0,35,17XX NELSON ST,West End,489994.1024,5459565.7863
Break and Enter Residential/Other,2023,5,6,1,20,17XX TRUTCH ST,Kitsilano,487218.1269,5457594.8502
Break and Enter Residential/Other,2023,3,11,2,17,17XX W 10TH AVE,Fairview,489410.2907,5456670.3081
Break and Enter Residential/Other,2023,5,13,2,23,17XX W 8TH AVE,Fairview,489449.9724,5456878.683
Break and Enter Residential/Other,2023,2,6,7,20,17XX WATERLOO ST,Kitsilano,486930.197,5457620.9394
Break and Enter Residential/Other,2023,3,14,15,38,18XX DRUMMOND DR,West Point Grey,483944.1921,5457595.2984
Break and Enter Residential/Other,2023,5,28,14,47,18XX E 10TH AVE,Kensington-Cedar Cottage,495149.0328,5456520.1196
Break and Enter Residential/Other,2023,3,23,18,42,18XX E 33RD AVE,Kensington-Cedar Cottage,495116.7884,5454144.0753
Break and Enter Residential/Other,2023,5,6,3,15,18XX E 55TH AVE,Victoria-Fraserview,495057.7594,5451947.4029
Break and Enter Residential/Other,2023,5,28,22,35,18XX E 64TH AVE,Victoria-Fraserview,495038.1966,5451019.4644
Break and Enter Residential/Other,2023,3,17,13,0,18XX FRANCES ST,Grandview-Woodland,495097.1998,5458515.9932
Break and Enter Residential/Other,2023,1,8,5,0,18XX SW MARINE DR,Kerrisdale,489112.8632,5450845.5463
Break and Enter Residential/Other,2023,3,4,0,39,18XX W 60TH AVE,Kerrisdale,489106.8143,5451602.7217
Break and Enter Residential/Other,2023,3,22,14,0,19XX E 36TH AVE,Kensington-Cedar Cottage,495128.7658,5453859.1389
Break and Enter Residential/Other,2023,5,15,4,10,19XX E 6TH AVE,Grandview-Woodland,495237.55,5456926.735
Break and Enter Residential/Other,2023,4,1,5,25,19XX E 8TH AVE,Grandview-Woodland,495226.5229,5456716.9622
Break and Enter Residential/Other,2023,3,13,16,23,19XX E 8TH AVE,Grandview-Woodland,495301.5099,5456725.0298
Break and Enter Residential/Other,2023,2,24,0,0,19XX HARO ST,West End,489911.97,5459956.2443
Break and Enter Residential/Other,2023,2,14,0,6,19XX HARRISON DR,Victoria-Fraserview,495170.4779,5450868.172
Break and Enter Residential/Other,2023,6,1,20,15,19XX HIGHBURY ST,West Point Grey,486346.3692,5457356.1155
Break and Enter Residential/Other,2023,1,17,19,52,19XX NAPIER ST,Grandview-Woodland,495340.0312,5458003.4052
Break and Enter Residential/Other,2023,2,5,17,0,19XX SW MARINE DR,Kerrisdale,488974.8998,5451054.6543
Break and Enter Residential/Other,2023,2,10,16,47,19XX SW MARINE DR,Kerrisdale,488974.8998,5451054.6543
Break and Enter Residential/Other,2023,1,28,12,14,19XX W 3RD AVE,Kitsilano,489127.941,5457372.6276
Break and Enter Residential/Other,2023,3,18,10,47,19XX W 41ST AVE,Kerrisdale,488949.2554,5453534.0964
Break and Enter Residential/Other,2023,2,9,8,45,19XX W 44TH AVE,Kerrisdale,488988.7532,5453236.5121
Break and Enter Residential/Other,2023,3,11,5,40,19XX W 6TH AVE,Kitsilano,489073.7828,5457074.0284
Break and Enter Residential/Other,2023,5,20,13,0,19XX W 8TH AVE,Kitsilano,489187.9241,5456894.9938
Break and Enter Residential/Other,2023,1,22,22,0,19XX W KING EDWARD AVE,Shaughnessy,489119.4841,5455262.6095
Break and Enter Residential/Other,2023,5,27,15,53,1X E 51ST AVE,Sunset,492315.6051,5452336.3498
Break and Enter Residential/Other,2023,5,12,5,0,1XX DRAKE ST,Central Business District,491113.2128,5457748.973
Break and Enter Residential/Other,2023,2,1,5,0,1XX E 18TH AVE,Riley Park,492583.7729,5455762.7229
Break and Enter Residential/Other,2023,5,27,9,36,1XX E 24TH AVE,Riley Park,492615.1426,5455203.6728
Break and Enter Residential/Other,2023,3,12,20,45,1XX E 62ND AVE,Sunset,492413.9827,5451265.5642
Break and Enter Residential/Other,2023,3,5,15,5,1XX E CORDOVA ST,Central Business District,492569.3686,5458843.9296
Break and Enter Residential/Other,2023,2,19,11,0,1XX E PENDER ST,Central Business District,492565.8345,5458632.4699
Break and Enter Residential/Other,2023,3,15,0,0,1XX E PENDER ST,Central Business District,492635.2049,5458638.9425
Break and Enter Residential/Other,2023,5,30,18,5,1XX KEEFER ST,Central Business District,492627.1323,5458532.0643
Break and Enter Residential/Other,2023,4,7,15,15,1XX POWELL ST,Central Business District,492697.0762,5458939.747
Break and Enter Residential/Other,2023,4,30,0,0,1XX PRINCESS AVE,Strathcona,493350.5691,5459014.0688
Break and Enter Residential/Other,2023,4,16,17,55,1XX ROBSON ST,Central Business District,491658.3575,5458377.3128
Break and Enter Residential/Other,2023,2,28,8,27,1XX SW MARINE DR,Marpole,492017.2312,5451069.8612
Break and Enter Residential/Other,2023,2,5,2,0,1XX TALISMAN AVE,Riley Park,492022.7608,5454866.4533
Break and Enter Residential/Other,2023,3,4,17,0,1XX TEMPLETON DR,Grandview-Woodland,495652.214,5458944.4544
Break and Enter Residential/Other,2023,6,5,4,45,1XX UNION ST,Central Business District,492626.622,5458332.4619
Break and Enter Residential/Other,2023,2,1,0,0,1XX W 16TH AVE,Riley Park,492171.4388,5455993.5479
Break and Enter Residential/Other,2023,4,27,0,0,1XX W 17TH AVE,Riley Park,492168.1235,5455883.0793
Break and Enter Residential/Other,2023,3,8,0,1,1XX W 49TH AVE,Oakridge,492001.5368,5452575.2372
Break and Enter Residential/Other,2023,3,24,3,25,1XX W 49TH AVE,Oakridge,492004.8084,5452575.0401
Break and Enter Residential/Other,2023,4,12,7,35,1XX W 49TH AVE,Oakridge,492004.8084,5452575.0401
Break and Enter Residential/Other,2023,3,27,1,0,1XX W 49TH AVE,Oakridge,492011.3481,5452574.6427
Break and Enter Residential/Other,2023,1,24,4,48,1XX W 6TH AVE,Mount Pleasant,492227.5948,5456992.6017
Break and Enter Residential/Other,2023,4,30,17,15,1XX W CORDOVA ST,Central Business District,492185.6625,5458931.117
Break and Enter Residential/Other,2023,4,22,22,0,1XX W CORDOVA ST,Central Business District,492202.3298,5458917.2378
Break and Enter Residential/Other,2023,2,25,17,30,1XX W GEORGIA ST,Central Business District,491795.0971,5458476.1282
Break and Enter Residential/Other,2023,4,27,0,6,1XX W HASTINGS ST,Central Business District,492117.753,5458832.0256
Break and Enter Residential/Other,2023,5,8,8,52,1XX W HASTINGS ST,Central Business District,492121.2074,5458830.987
Break and Enter Residential/Other,2023,3,24,17,28,1XX WATER ST,Central Business District,492212.9631,5459029.0573
Break and Enter Residential/Other,2023,5,4,20,33,1XX WATER ST,Central Business District,492236.2458,5459022.8396
Break and Enter Residential/Other,2023,5,6,18,0,1XX WATER ST,Central Business District,492236.2458,5459022.8396
Break and Enter Residential/Other,2023,2,21,10,20,20XX DUNBAR ST,Kitsilano,486634.8445,5457286.4737
Break and Enter Residential/Other,2023,3,3,4,8,20XX E 25TH AVE,Kensington-Cedar Cottage,495362.2121,5455078.1056
Break and Enter Residential/Other,2023,4,15,7,0,20XX E 2ND AVE,Grandview-Woodland,495490.4134,5457326.0157
Break and Enter Residential/Other,2023,1,7,2,23,20XX E 39TH AVE,Kensington-Cedar Cottage,495338.7391,5453576.7955
Break and Enter Residential/Other,2023,1,16,21,0,20XX E 45TH AVE,Victoria-Fraserview,495328.0766,5452960.7744
Break and Enter Residential/Other,2023,4,8,20,20,20XX E 47TH AVE,Victoria-Fraserview,495280.1121,5452771.9873
Break and Enter Residential/Other,2023,2,3,0,0,20XX FRANKLIN ST,Grandview-Woodland,495436.3752,5458824.4243
Break and Enter Residential/Other,2023,3,14,6,0,20XX GRAVELEY ST,Grandview-Woodland,495481.0255,5457516.7937
Break and Enter Residential/Other,2023,6,1,12,35,20XX STAINSBURY AVE,Kensington-Cedar Cottage,495312.3089,5455390.9792
Break and Enter Residential/Other,2023,5,24,5,40,20XX W 19TH AVE,Shaughnessy,488969.5413,5455754.1992
Break and Enter Residential/Other,2023,4,26,15,15,20XX W 43RD AVE,Kerrisdale,488879.4904,5453336.5036
Break and Enter Residential/Other,2023,5,9,0,0,20XX W 4TH AVE,Kitsilano,489015.6955,5457274.3887
Break and Enter Residential/Other,2023,5,10,0,0,20XX W 8TH AVE,Kitsilano,488933.768,5456893.2482
Break and Enter Residential/Other,2023,5,21,6,45,21XX ASH ST,Fairview,491463.3029,5457054.97
Break and Enter Residential/Other,2023,5,29,21,57,21XX BRIGADOON AVE,Victoria-Fraserview,495454.6188,5451537.0923
Break and Enter Residential/Other,2023,4,13,12,0,21XX CASSIAR ST,Hastings-Sunrise,497748.9482,5456977.5926
Break and Enter Residential/Other,2023,1,27,22,0,21XX E 19TH AVE,Kensington-Cedar Cottage,495610.9465,5455525.9865
Break and Enter Residential/Other,2023,4,18,18,0,21XX E 33RD AVE,Kensington-Cedar Cottage,495434.2119,5454118.7197
Break and Enter Residential/Other,2023,5,1,20,0,21XX E 53RD AVE,Victoria-Fraserview,495352.1948,5452058.1943
Break and Enter Residential/Other,2023,4,9,21,46,21XX E PENDER ST,Grandview-Woodland,495591.2393,5458606.2309
Break and Enter Residential/Other,2023,5,23,22,15,21XX EDDINGTON DR,Arbutus Ridge,488690.9233,5454925.2917
Break and Enter Residential/Other,2023,6,5,20,30,21XX W 2ND AVE,Kitsilano,488730.7997,5457480.0994
Break and Enter Residential/Other,2023,5,28,12,37,21XX W 33RD AVE,Arbutus Ridge,488644.3308,5454391.6886
Break and Enter Residential/Other,2023,2,18,7,30,21XX W 3RD AVE,Kitsilano,488767.6768,5457372.1104
Break and Enter Residential/Other,2023,1,11,22,0,22XX CAMBRIDGE ST,Grandview-Woodland,495755.7513,5459314.4736
Break and Enter Residential/Other,2023,3,21,2,0,22XX CASSIAR ST,Hastings-Sunrise,497748.1637,5456793.7356
Break and Enter Residential/Other,2023,3,27,16,30,22XX CASSIAR ST,Hastings-Sunrise,497748.1637,5456793.7356
Break and Enter Residential/Other,2023,5,6,14,0,22XX DUNDAS ST,Grandview-Woodland,495737.8653,5459122.3884
Break and Enter Residential/Other,2023,4,2,7,30,22XX E 43RD AVE,Victoria-Fraserview,495491.7096,5453163.6508
Break and Enter Residential/Other,2023,1,8,0,0,22XX FRASERVIEW DR,Victoria-Fraserview,495545.7834,5450964.2729
Break and Enter Residential/Other,2023,2,8,18,0,22XX FRASERVIEW DR,Victoria-Fraserview,495545.7834,5450964.2729
Break and Enter Residential/Other,2023,2,19,9,0,22XX OXFORD ST,Grandview-Woodland,495730.2388,5459214.5639
Break and Enter Residential/Other,2023,2,8,14,0,22XX VANNESS AVE,Kensington-Cedar Cottage,495663.9269,5455205.2348
Break and Enter Residential/Other,2023,4,12,7,19,22XX W 14TH AVE,Kitsilano,488656.5092,5456288.6028
Break and Enter Residential/Other,2023,4,28,9,0,22XX W 21ST AVE,Arbutus Ridge,488572.7934,5455649.9199
Break and Enter Residential/Other,2023,1,28,7,0,22XX W 2ND AVE,Kitsilano,488697.2879,5457480.9609
Break and Enter Residential/Other,2023,6,1,8,25,22XX W 36TH AVE,Arbutus Ridge,488442.8585,5454066.3397
Break and Enter Residential/Other,2023,1,19,6,45,22XX W 49TH AVE,Kerrisdale,488353.2023,5452722.9397
Break and Enter Residential/Other,2023,1,27,16,0,22XX WENONAH ST,Kensington-Cedar Cottage,495602.9334,5454652.0945
Break and Enter Residential/Other,2023,3,24,22,4,22XX WILLIAM ST,Grandview-Woodland,495735.4072,5457896.9109
Break and Enter Residential/Other,2023,1,8,19,8,23XX CASSIAR ST,Hastings-Sunrise,497747.9731,5456749.5885
Break and Enter Residential/Other,2023,5,21,0,0,23XX E 33RD AVE,Renfrew-Collingwood,495790.9785,5454109.2463
Break and Enter Residential/Other,2023,4,9,23,0,23XX HERMON DR,Hastings-Sunrise,497758.3793,5456700.4278
Break and Enter Residential/Other,2023,5,19,11,20,23XX KINGSWAY AVE,Renfrew-Collingwood,495786.4158,5454339.2086
Break and Enter Residential/Other,2023,1,27,18,30,23XX KITCHENER ST,Grandview-Woodland,495821.3622,5457695.1517
Break and Enter Residential/Other,2023,3,26,0,0,23XX MCMULLEN AVE,Arbutus Ridge,488343.3844,5454954.9812
Break and Enter Residential/Other,2023,3,20,21,0,23XX OLIVER CRES,Arbutus Ridge,488407.3578,5455358.2092
Break and Enter Residential/Other,2023,2,2,7,0,23XX OXFORD ST,Grandview-Woodland,495826.6911,5459213.7272
Break and Enter Residential/Other,2023,1,10,19,33,23XX QUAYSIDE CRT,Victoria-Fraserview,495820.1968,5450374.6139
Break and Enter Residential/Other,2023,2,17,18,43,23XX SCOTIA ST,Mount Pleasant,492797.2882,5456782.6953
Break and Enter Residential/Other,2023,1,4,14,0,23XX TRINITY ST,Grandview-Woodland,495823.8786,5459616.0104
Break and Enter Residential/Other,2023,4,28,23,22,23XX W 13TH AVE,Kitsilano,488457.2974,5456394.4831
Break and Enter Residential/Other,2023,5,6,17,30,23XX W 5TH AVE,Kitsilano,488428.0841,5457195.0136
Break and Enter Residential/Other,2023,4,11,11,0,23XX W 8TH AVE,Kitsilano,488519.6555,5456902.2158
Break and Enter Residential/Other,2023,5,24,14,55,24XX BALACLAVA ST,Kitsilano,487346.8403,5456879.3183
Break and Enter Residential/Other,2023,3,12,23,0,24XX CAMBRIDGE ST,Hastings-Sunrise,495966.9822,5459337.2063
Break and Enter Residential/Other,2023,2,3,3,35,24XX CORNWALL AVE,Kitsilano,488341.2922,5457784.4787
Break and Enter Residential/Other,2023,2,8,14,26,24XX E 1ST AVE,Hastings-Sunrise,495975.3076,5457402.6038
Break and Enter Residential/Other,2023,4,24,6,0,24XX E 23RD AVE,Renfrew-Collingwood,495980.5997,5455212.5831
Break and Enter Residential/Other,2023,4,25,7,30,24XX MCGILL ST,Hastings-Sunrise,496010.4728,5459550.5726
Break and Enter Residential/Other,2023,1,28,0,35,24XX TRIUMPH ST,Hastings-Sunrise,495934.8501,5459022.7882
Break and Enter Residential/Other,2023,3,9,15,0,24XX W 23RD AVE,Arbutus Ridge,488203.7471,5455466.4539
Break and Enter Residential/Other,2023,4,12,23,6,24XX WILLIAM ST,Hastings-Sunrise,495980.1547,5457928.7651
Break and Enter Residential/Other,2023,2,10,15,0,25XX BIRCH ST,Fairview,490274.6189,5456717.2631
Break and Enter Residential/Other,2023,6,2,12,10,25XX E 34TH AVE,Renfrew-Collingwood,496088.0045,5454017.448
Break and Enter Residential/Other,2023,5,20,18,0,25XX E GEORGIA ST,Hastings-Sunrise,496208.5401,5458398.2248
Break and Enter Residential/Other,2023,5,22,14,0,25XX ETON ST,Hastings-Sunrise,496121.3254,5459439.0504
Break and Enter Residential/Other,2023,2,14,22,12,25XX MCBAIN AVE,Arbutus Ridge,488282.5878,5455033.9747
Break and Enter Residential/Other,2023,3,7,23,0,25XX NAPIER ST,Hastings-Sunrise,496194.9193,5458020.9157
Break and Enter Residential/Other,2023,6,6,23,32,25XX OXFORD ST,Hastings-Sunrise,496073.0976,5459221.3373
Break and Enter Residential/Other,2023,5,9,19,34,26XX COMMERCIAL DR,Kensington-Cedar Cottage,494915.5405,5456494.7945
Break and Enter Residential/Other,2023,5,6,16,17,26XX E 18TH AVE,Renfrew-Collingwood,496233.9749,5455693.4966
Break and Enter Residential/Other,2023,6,3,23,10,26XX E BROADWAY AVE,Renfrew-Collingwood,496207.025,5456579.2015
Break and Enter Residential/Other,2023,3,9,17,0,26XX EDGAR CRES,Arbutus Ridge,488048.7572,5454869.6838
Break and Enter Residential/Other,2023,3,8,9,42,26XX NAPIER ST,Hastings-Sunrise,496228.7201,5458029.9661
Break and Enter Residential/Other,2023,4,27,19,30,26XX QUEBEC ST,Mount Pleasant,492499.6618,5456542.2943
Break and Enter Residential/Other,2023,1,9,10,27,26XX RUPERT ST,Renfrew-Collingwood,497554.6158,5456431.2093
Break and Enter Residential/Other,2023,3,14,8,30,27XX ALAMEIN AVE,Arbutus Ridge,487848.4105,5455272.6226
Break and Enter Residential/Other,2023,4,28,8,0,27XX BURRARD ST,Fairview,489392.2397,5456502.287
Break and Enter Residential/Other,2023,3,21,9,36,27XX CHANDLERY PL,Killarney,496273.3037,5450460.2095
Break and Enter Residential/Other,2023,1,20,22,0,27XX CHEYENNE AVE,Renfrew-Collingwood,496404.0136,5454324.5271
Break and Enter Residential/Other,2023,4,2,2,30,27XX E 3RD AVE,Hastings-Sunrise,496426.1797,5457209.0074
Break and Enter Residential/Other,2023,1,3,0,3,27XX GRAVELEY ST,Hastings-Sunrise,496434.2576,5457515.0464
Break and Enter Residential/Other,2023,5,25,12,0,27XX VENABLES ST,Hastings-Sunrise,496534.0585,5458205.9428
Break and Enter Residential/Other,2023,5,20,8,30,27XX W 19TH AVE,Arbutus Ridge,487937.3636,5455875.9764
Break and Enter Residential/Other,2023,5,17,21,0,27XX W 19TH AVE,Arbutus Ridge,487952.4018,5455875.7572
Break and Enter Residential/Other,2023,3,14,9,43,27XX W 30TH AVE,Arbutus Ridge,487809.317,5454727.8616
Break and Enter Residential/Other,2023,3,4,8,0,27XX W 38TH AVE,Arbutus Ridge,487836.4523,5453873.1317
Break and Enter Residential/Other,2023,5,30,9,29,27XX W 50TH AVE,Kerrisdale,487791.2157,5452661.1957
Break and Enter Residential/Other,2023,2,13,0,0,27XX WALL ST,Hastings-Sunrise,496552.342,5459891.3009
Break and Enter Residential/Other,2023,1,11,3,0,28XX ADANAC ST,Hastings-Sunrise,496637.5327,5458296.1093
Break and Enter Residential/Other,2023,3,16,16,27,28XX DUNDAS ST,Hastings-Sunrise,496654.0079,5459119.3354
Break and Enter Residential/Other,2023,2,8,12,0,28XX MCGILL ST,Hastings-Sunrise,496669.1825,5459547.2202
Break and Enter Residential/Other,2023,2,3,16,0,28XX MCGILL ST,Hastings-Sunrise,496785.591,5459541.878
Break and Enter Residential/Other,2023,5,8,9,38,28XX W 31ST AVE,Arbutus Ridge,487639.7666,5454622.2058
Break and Enter Residential/Other,2023,4,11,0,0,28XX W 43RD AVE,Kerrisdale,487640.415,5453350.5126
Break and Enter Residential/Other,2023,5,25,14,15,29XX CAMBIE ST,Mount Pleasant,491635.7692,5456278.9988
Break and Enter Residential/Other,2023,5,16,21,0,29XX FRASER ST,Mount Pleasant,493514.1245,5456203.331
Break and Enter Residential/Other,2023,5,29,2,50,29XX GRAVELEY ST,Hastings-Sunrise,496886.8193,5457512.8503
